01:32:08.444 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.5.Final
02:47:05.593 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 F0 B8 00
02:47:05.593 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 58
02:47:05.597 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 58, 在线状态: 在线
02:47:05.791 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,173] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
02:47:05.993 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,194] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 F0 02 5C 00 1A 21 01
02:47:05.993 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,215] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=26.0, pastureId=71, temperature=24.0, humidity=60.4, type=air, deviceId=58, deviceName=温度湿度光照传感器}
02:47:05.995 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDataProcessingServiceImpl - [saveAirData,128] - 空气传感器数据保存成功: 设备ID=58, 温度=24.0, 湿度=60.4, 光照=26.0
02:47:08.905 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 59, 指令: 02 03 00 00 00 01 84 39
02:47:09.209 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 59, 回复: 02 03 02 00 E4 FC 0F
02:47:09.209 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 59
02:47:09.213 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 59, 在线状态: 在线
02:47:10.596 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,173] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
02:47:10.797 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,194] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 F0 02 5B 00 1A 90 C0
02:47:10.797 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,215] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=26.0, pastureId=71, temperature=24.0, humidity=60.3, type=air, deviceId=58, deviceName=温度湿度光照传感器}
02:47:10.799 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDataProcessingServiceImpl - [saveAirData,128] - 空气传感器数据保存成功: 设备ID=58, 温度=24.0, 湿度=60.3, 光照=26.0
02:47:11.598 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
02:47:11.902 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 F0 B8 00
02:47:11.902 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 58
02:47:11.905 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 58, 在线状态: 在线
02:47:15.596 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,173] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
02:47:15.796 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,194] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 F0 02 5B 00 1A 90 C0
02:47:15.798 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,215] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=26.0, pastureId=71, temperature=24.0, humidity=60.3, type=air, deviceId=58, deviceName=温度湿度光照传感器}
02:47:15.800 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDataProcessingServiceImpl - [saveAirData,128] - 空气传感器数据保存成功: 设备ID=58, 温度=24.0, 湿度=60.3, 光照=26.0
02:47:16.599 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 59, 指令: 02 03 00 00 00 01 84 39
02:47:16.903 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 59, 回复: 02 03 02 00 E4 FC 0F
02:47:16.903 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 59
02:47:16.906 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 59, 在线状态: 在线
02:47:17.100 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
02:47:17.403 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 F0 B8 00
02:47:17.403 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 58
02:47:17.406 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 58, 在线状态: 在线
02:47:20.596 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,173] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
02:47:20.800 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,194] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 F0 02 5B 00 1A 90 C0
02:47:20.800 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,215] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=26.0, pastureId=71, temperature=24.0, humidity=60.3, type=air, deviceId=58, deviceName=温度湿度光照传感器}
02:47:20.803 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDataProcessingServiceImpl - [saveAirData,128] - 空气传感器数据保存成功: 设备ID=58, 温度=24.0, 湿度=60.3, 光照=26.0
02:47:22.411 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
02:47:22.714 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 F0 B8 00
02:47:22.714 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 58
02:47:22.716 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 58, 在线状态: 在线
02:47:23.908 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 59, 指令: 02 03 00 00 00 01 84 39
02:47:24.210 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 59, 回复: 02 03 02 00 E4 FC 0F
02:47:24.210 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 59
02:47:24.213 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 59, 在线状态: 在线
02:47:25.597 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,173] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
02:47:25.799 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,194] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 F0 02 5B 00 1A 90 C0
02:47:25.799 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,215] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=26.0, pastureId=71, temperature=24.0, humidity=60.3, type=air, deviceId=58, deviceName=温度湿度光照传感器}
02:47:25.803 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDataProcessingServiceImpl - [saveAirData,128] - 空气传感器数据保存成功: 设备ID=58, 温度=24.0, 湿度=60.3, 光照=26.0
02:47:27.718 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
02:47:28.022 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 F0 B8 00
02:47:28.022 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 58
02:47:28.025 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 58, 在线状态: 在线
02:47:30.598 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,173] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
02:47:30.799 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,194] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 F0 02 5B 00 1A 90 C0
02:47:30.799 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,215] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=26.0, pastureId=71, temperature=24.0, humidity=60.3, type=air, deviceId=58, deviceName=温度湿度光照传感器}
02:47:30.802 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDataProcessingServiceImpl - [saveAirData,128] - 空气传感器数据保存成功: 设备ID=58, 温度=24.0, 湿度=60.3, 光照=26.0
02:47:31.598 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 59, 指令: 02 03 00 00 00 01 84 39
02:47:31.901 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 59, 回复: 02 03 02 00 E4 FC 0F
02:47:31.901 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 59
02:47:31.904 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 59, 在线状态: 在线
02:47:33.029 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
02:47:33.332 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 F0 B8 00
02:47:33.332 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 58
02:47:33.335 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 58, 在线状态: 在线
02:47:36.098 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,173] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
02:47:36.302 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,194] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 F0 02 5B 00 1A 90 C0
02:47:36.302 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,215] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=26.0, pastureId=71, temperature=24.0, humidity=60.3, type=air, deviceId=58, deviceName=温度湿度光照传感器}
02:47:36.304 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDataProcessingServiceImpl - [saveAirData,128] - 空气传感器数据保存成功: 设备ID=58, 温度=24.0, 湿度=60.3, 光照=26.0
02:47:38.337 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
02:47:38.640 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 F0 B8 00
02:47:38.640 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 58
02:47:38.642 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 58, 在线状态: 在线
02:47:38.908 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 59, 指令: 02 03 00 00 00 01 84 39
02:47:39.212 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 59, 回复: 02 03 02 00 E4 FC 0F
02:47:39.212 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 59
02:47:39.215 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 59, 在线状态: 在线
02:47:40.598 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,173] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
02:47:40.801 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,194] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 F0 02 5B 00 1A 90 C0
02:47:40.801 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,215] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=26.0, pastureId=71, temperature=24.0, humidity=60.3, type=air, deviceId=58, deviceName=温度湿度光照传感器}
02:47:40.806 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDataProcessingServiceImpl - [saveAirData,128] - 空气传感器数据保存成功: 设备ID=58, 温度=24.0, 湿度=60.3, 光照=26.0
02:47:43.645 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
02:47:43.948 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 F0 B8 00
02:47:43.948 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 58
02:47:43.951 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 58, 在线状态: 在线
02:47:45.599 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,173] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
02:47:45.802 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,194] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 F0 02 5B 00 1A 90 C0
02:47:45.802 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,215] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=26.0, pastureId=71, temperature=24.0, humidity=60.3, type=air, deviceId=58, deviceName=温度湿度光照传感器}
02:47:45.804 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDataProcessingServiceImpl - [saveAirData,128] - 空气传感器数据保存成功: 设备ID=58, 温度=24.0, 湿度=60.3, 光照=26.0
02:47:46.603 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 59, 指令: 02 03 00 00 00 01 84 39
02:47:46.907 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 59, 回复: 02 03 02 00 E4 FC 0F
02:47:46.907 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 59
02:47:46.909 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 59, 在线状态: 在线
02:47:48.954 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
02:47:49.257 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 F0 B8 00
02:47:49.257 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 58
02:47:49.260 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 58, 在线状态: 在线
02:47:50.599 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,173] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
02:47:50.801 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,194] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 F0 02 5B 00 1A 90 C0
02:47:50.801 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,215] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=26.0, pastureId=71, temperature=24.0, humidity=60.3, type=air, deviceId=58, deviceName=温度湿度光照传感器}
02:47:50.803 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDataProcessingServiceImpl - [saveAirData,128] - 空气传感器数据保存成功: 设备ID=58, 温度=24.0, 湿度=60.3, 光照=26.0
02:47:53.911 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 59, 指令: 02 03 00 00 00 01 84 39
02:47:54.216 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 59, 回复: 02 03 02 00 E4 FC 0F
02:47:54.216 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 59
02:47:54.218 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 59, 在线状态: 在线
02:47:54.413 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
02:47:54.716 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 F0 B8 00
02:47:54.716 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 58
02:47:54.719 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 58, 在线状态: 在线
02:47:55.599 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,173] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
02:47:55.802 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,194] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 F0 02 5A 00 1A C1 00
02:47:55.802 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,215] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=26.0, pastureId=71, temperature=24.0, humidity=60.2, type=air, deviceId=58, deviceName=温度湿度光照传感器}
02:47:55.806 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDataProcessingServiceImpl - [saveAirData,128] - 空气传感器数据保存成功: 设备ID=58, 温度=24.0, 湿度=60.2, 光照=26.0
02:47:59.723 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
02:48:00.027 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 F0 B8 00
02:48:00.027 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 58
02:48:00.030 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 58, 在线状态: 在线
02:48:01.101 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,173] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
02:48:01.304 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,194] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 F0 02 5A 00 1A C1 00
02:48:01.304 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,215] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=26.0, pastureId=71, temperature=24.0, humidity=60.2, type=air, deviceId=58, deviceName=温度湿度光照传感器}
02:48:01.307 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDataProcessingServiceImpl - [saveAirData,128] - 空气传感器数据保存成功: 设备ID=58, 温度=24.0, 湿度=60.2, 光照=26.0
02:48:01.601 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureAgricultureHeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 59, 指令: 02 03 00 00 00 01 84 39
